DetectionTimeStart_ShipLocal,DetectionTimeStart_UTC,DetectionTimeEnd_UTC,Latitude,Longitude
11/07/2017 14:12:36,11/08/2017 00:12:36,11/08/2017 00:12:56,21.80072167,-161.2813183
11/07/2017 14:12:40,11/08/2017 00:12:40,11/08/2017 00:12:59,21.80045667,-161.280865
11/07/2017 14:12:42,11/08/2017 00:12:42,11/08/2017 00:13:01,21.80045667,-161.280865
11/07/2017 14:12:43,11/08/2017 00:12:43,11/08/2017 00:12:54,21.80045667,-161.280865
11/07/2017 14:12:47,11/08/2017 00:12:47,11/08/2017 00:13:00,21.80045667,-161.280865
11/07/2017 14:12:51,11/08/2017 00:12:51,11/08/2017 00:13:15,21.80020333,-161.28045
11/07/2017 14:12:53,11/08/2017 00:12:53,11/08/2017 00:13:04,21.80020333,-161.28045
11/07/2017 14:13:05,11/08/2017 00:13:05,11/08/2017 00:13:33,21.79996,-161.2800467
11/07/2017 14:13:07,11/08/2017 00:13:07,11/08/2017 00:13:20,21.79996,-161.2800467
11/07/2017 14:13:11,11/08/2017 00:13:11,11/08/2017 00:13:22,21.79971167,-161.2796383
11/07/2017 14:13:12,11/08/2017 00:13:12,11/08/2017 00:13:31,21.79971167,-161.2796383
11/07/2017 14:13:15,11/08/2017 00:13:15,11/08/2017 00:13:45,21.79971167,-161.2796383
11/07/2017 14:13:16,11/08/2017 00:13:16,11/08/2017 00:13:31,21.79971167,-161.2796383
11/07/2017 14:13:21,11/08/2017 00:13:21,11/08/2017 00:13:43,21.79946,-161.2792383
11/07/2017 14:13:23,11/08/2017 00:13:23,11/08/2017 00:13:35,21.79946,-161.2792383
11/07/2017 14:13:24,11/08/2017 00:13:24,11/08/2017 00:13:38,21.79946,-161.2792383
11/07/2017 14:13:34,11/08/2017 00:13:34,11/08/2017 00:13:50,21.79918167,-161.278795
11/07/2017 14:13:44,11/08/2017 00:13:44,11/08/2017 00:14:00,21.79894,-161.2783983
11/07/2017 14:13:50,11/08/2017 00:13:50,11/08/2017 00:14:16,21.79894,-161.2783983
11/07/2017 14:13:55,11/08/2017 00:13:55,11/08/2017 00:14:16,21.79867167,-161.2779533
11/07/2017 14:14:00,11/08/2017 00:14:00,11/08/2017 00:14:24,21.79867167,-161.2779533
11/07/2017 14:14:05,11/08/2017 00:14:05,11/08/2017 00:14:16,21.79839833,-161.2775083
11/07/2017 14:14:10,11/08/2017 00:14:10,11/08/2017 00:14:43,21.79839833,-161.2775083
11/07/2017 14:14:11,11/08/2017 00:14:11,11/08/2017 00:14:27,21.79839833,-161.2775083
11/07/2017 14:14:19,11/08/2017 00:14:19,11/08/2017 00:14:34,21.79815333,-161.2771067
11/07/2017 14:14:25,11/08/2017 00:14:25,11/08/2017 00:14:49,21.79788333,-161.2766617
11/07/2017 14:14:31,11/08/2017 00:14:31,11/08/2017 00:14:52,21.79788333,-161.2766617
11/07/2017 14:14:33,11/08/2017 00:14:33,11/08/2017 00:14:50,21.79788333,-161.2766617
11/07/2017 14:14:34,11/08/2017 00:14:34,11/08/2017 00:14:50,21.79788333,-161.2766617
11/07/2017 14:14:44,11/08/2017 00:14:44,11/08/2017 00:14:58,21.79762333,-161.2762583
11/07/2017 14:14:46,11/08/2017 00:14:46,11/08/2017 00:15:07,21.797355,-161.2758133
11/07/2017 14:14:51,11/08/2017 00:14:51,11/08/2017 00:15:17,21.797355,-161.2758133
11/07/2017 14:14:51,11/08/2017 00:14:51,11/08/2017 00:15:13,21.797355,-161.2758133
11/07/2017 14:14:56,11/08/2017 00:14:56,11/08/2017 00:15:25,21.79711833,-161.2754083
11/07/2017 14:15:00,11/08/2017 00:15:00,11/08/2017 00:15:29,21.79711833,-161.2754083
11/07/2017 14:15:01,11/08/2017 00:15:01,11/08/2017 00:15:21,21.79711833,-161.2754083
11/07/2017 14:15:04,11/08/2017 00:15:04,11/08/2017 00:15:15,21.79711833,-161.2754083
11/07/2017 14:15:08,11/08/2017 00:15:08,11/08/2017 00:15:24,21.79686167,-161.2750067
11/07/2017 14:15:13,11/08/2017 00:15:13,11/08/2017 00:15:33,21.79686167,-161.2750067
11/07/2017 14:15:19,11/08/2017 00:15:19,11/08/2017 00:15:31,21.79657833,-161.2745733
11/07/2017 14:15:21,11/08/2017 00:15:21,11/08/2017 00:15:46,21.79657833,-161.2745733
11/07/2017 14:15:22,11/08/2017 00:15:22,11/08/2017 00:15:39,21.79657833,-161.2745733
11/07/2017 14:15:28,11/08/2017 00:15:28,11/08/2017 00:15:40,21.79633167,-161.27417
11/07/2017 14:15:35,11/08/2017 00:15:35,11/08/2017 00:16:06,21.79633167,-161.27417
11/07/2017 14:15:36,11/08/2017 00:15:36,11/08/2017 00:16:04,21.796075,-161.2737667
11/07/2017 14:15:41,11/08/2017 00:15:41,11/08/2017 00:15:59,21.796075,-161.2737667
11/07/2017 14:15:45,11/08/2017 00:15:45,11/08/2017 00:16:08,21.796075,-161.2737667
11/07/2017 14:15:52,11/08/2017 00:15:52,11/08/2017 00:16:03,21.7958,-161.2733217
11/07/2017 14:15:55,11/08/2017 00:15:55,11/08/2017 00:16:16,21.7958,-161.2733217
11/07/2017 14:16:06,11/08/2017 00:16:06,11/08/2017 00:16:31,21.795565,-161.2729133
11/07/2017 14:16:13,11/08/2017 00:16:13,11/08/2017 00:16:28,21.79533667,-161.2725183
11/07/2017 14:16:14,11/08/2017 00:16:14,11/08/2017 00:16:29,21.79533667,-161.2725183
11/07/2017 14:16:14,11/08/2017 00:16:14,11/08/2017 00:16:26,21.79533667,-161.2725183
11/07/2017 14:16:15,11/08/2017 00:16:15,11/08/2017 00:16:35,21.79533667,-161.2725183
11/07/2017 14:16:16,11/08/2017 00:16:16,11/08/2017 00:16:30,21.79533667,-161.2725183
11/07/2017 14:16:24,11/08/2017 00:16:24,11/08/2017 00:17:02,21.79508667,-161.2721233
11/07/2017 14:16:25,11/08/2017 00:16:25,11/08/2017 00:16:54,21.79508667,-161.2721233
11/07/2017 14:16:30,11/08/2017 00:16:30,11/08/2017 00:16:41,21.794825,-161.27169
11/07/2017 14:16:40,11/08/2017 00:16:40,11/08/2017 00:16:57,21.79457,-161.2713
11/07/2017 14:16:41,11/08/2017 00:16:41,11/08/2017 00:16:56,21.79457,-161.2713
11/07/2017 14:16:43,11/08/2017 00:16:43,11/08/2017 00:17:10,21.79457,-161.2713
11/07/2017 14:16:46,11/08/2017 00:16:46,11/08/2017 00:16:58,21.79457,-161.2713
11/07/2017 14:16:49,11/08/2017 00:16:49,11/08/2017 00:17:11,21.79432,-161.2708933
11/07/2017 14:16:50,11/08/2017 00:16:50,11/08/2017 00:17:14,21.79432,-161.2708933
11/07/2017 14:16:59,11/08/2017 00:16:59,11/08/2017 00:17:21,21.79408333,-161.2704933
11/07/2017 14:17:03,11/08/2017 00:17:03,11/08/2017 00:17:24,21.79408333,-161.2704933
11/07/2017 14:17:04,11/08/2017 00:17:04,11/08/2017 00:17:35,21.79408333,-161.2704933
11/07/2017 14:17:05,11/08/2017 00:17:05,11/08/2017 00:17:17,21.79408333,-161.2704933
11/07/2017 14:17:05,11/08/2017 00:17:05,11/08/2017 00:17:16,21.79408333,-161.2704933
11/07/2017 14:17:11,11/08/2017 00:17:11,11/08/2017 00:17:22,21.79382,-161.2700683
11/07/2017 14:17:18,11/08/2017 00:17:18,11/08/2017 00:17:38,21.79382,-161.2700683
11/07/2017 14:17:24,11/08/2017 00:17:24,11/08/2017 00:17:41,21.79358833,-161.2696767
11/07/2017 14:17:28,11/08/2017 00:17:28,11/08/2017 00:17:43,21.79358833,-161.2696767
11/07/2017 14:17:29,11/08/2017 00:17:29,11/08/2017 00:17:43,21.793345,-161.2692783
11/07/2017 14:17:32,11/08/2017 00:17:32,11/08/2017 00:17:45,21.793345,-161.2692783
11/07/2017 14:17:34,11/08/2017 00:17:34,11/08/2017 00:18:02,21.793345,-161.2692783
11/07/2017 14:17:44,11/08/2017 00:17:44,11/08/2017 00:17:55,21.79308,-161.2688417
11/07/2017 14:17:45,11/08/2017 00:17:45,11/08/2017 00:18:12,21.79308,-161.2688417
11/07/2017 14:17:53,11/08/2017 00:17:53,11/08/2017 00:18:20,21.792815,-161.268395
11/07/2017 14:17:54,11/08/2017 00:17:54,11/08/2017 00:18:18,21.792815,-161.268395
11/07/2017 14:18:07,11/08/2017 00:18:07,11/08/2017 00:18:26,21.79256833,-161.2679933
11/07/2017 14:18:14,11/08/2017 00:18:14,11/08/2017 00:18:38,21.79232333,-161.2675967
11/07/2017 14:18:25,11/08/2017 00:18:25,11/08/2017 00:18:49,21.79208667,-161.26719
11/07/2017 14:18:26,11/08/2017 00:18:26,11/08/2017 00:18:40,21.79208667,-161.26719
11/07/2017 14:18:31,11/08/2017 00:18:31,11/08/2017 00:18:52,21.79208667,-161.26719
11/07/2017 14:18:33,11/08/2017 00:18:33,11/08/2017 00:18:48,21.79182333,-161.26674
11/07/2017 14:18:39,11/08/2017 00:18:39,11/08/2017 00:18:53,21.79182333,-161.26674
11/07/2017 14:18:45,11/08/2017 00:18:45,11/08/2017 00:19:14,21.79158167,-161.266335
11/07/2017 14:18:46,11/08/2017 00:18:46,11/08/2017 00:19:16,21.79158167,-161.266335
11/07/2017 14:18:50,11/08/2017 00:18:50,11/08/2017 00:19:08,21.79158167,-161.266335
11/07/2017 14:19:02,11/08/2017 00:19:02,11/08/2017 00:19:25,21.79133333,-161.26592
11/07/2017 14:19:03,11/08/2017 00:19:03,11/08/2017 00:19:14,21.79107,-161.26547
11/07/2017 14:19:09,11/08/2017 00:19:09,11/08/2017 00:19:28,21.79107,-161.26547
11/07/2017 14:19:14,11/08/2017 00:19:14,11/08/2017 00:19:28,21.79082,-161.2650583
11/07/2017 14:19:14,11/08/2017 00:19:14,11/08/2017 00:19:32,21.79082,-161.2650583
11/07/2017 14:19:20,11/08/2017 00:19:20,11/08/2017 00:19:42,21.79082,-161.2650583
11/07/2017 14:19:25,11/08/2017 00:19:25,11/08/2017 00:19:46,21.79055333,-161.26462
11/07/2017 14:19:27,11/08/2017 00:19:27,11/08/2017 00:19:52,21.79055333,-161.26462
11/07/2017 14:19:42,11/08/2017 00:19:42,11/08/2017 00:20:00,21.790315,-161.26422
11/07/2017 14:19:49,11/08/2017 00:19:49,11/08/2017 00:20:23,21.79008,-161.2638083
11/07/2017 14:19:50,11/08/2017 00:19:50,11/08/2017 00:20:13,21.79008,-161.2638083
11/07/2017 14:19:57,11/08/2017 00:19:57,11/08/2017 00:20:17,21.78984667,-161.2633933
11/07/2017 14:20:07,11/08/2017 00:20:07,11/08/2017 00:20:32,21.78957667,-161.2629583
11/07/2017 14:20:18,11/08/2017 00:20:18,11/08/2017 00:20:39,21.789335,-161.2625683
11/07/2017 14:20:21,11/08/2017 00:20:21,11/08/2017 00:20:49,21.789335,-161.2625683
11/07/2017 14:20:25,11/08/2017 00:20:25,11/08/2017 00:20:54,21.78909167,-161.2621783
11/07/2017 14:20:30,11/08/2017 00:20:30,11/08/2017 00:20:46,21.78909167,-161.2621783
11/07/2017 14:20:43,11/08/2017 00:20:43,11/08/2017 00:21:07,21.78885333,-161.2617733
11/07/2017 14:20:52,11/08/2017 00:20:52,11/08/2017 00:21:20,21.788615,-161.2613667
11/07/2017 14:20:53,11/08/2017 00:20:53,11/08/2017 00:21:04,21.788615,-161.2613667
11/07/2017 14:21:01,11/08/2017 00:21:01,11/08/2017 00:21:26,21.788355,-161.2609183
11/07/2017 14:21:04,11/08/2017 00:21:04,11/08/2017 00:21:36,21.788355,-161.2609183
11/07/2017 14:21:05,11/08/2017 00:21:05,11/08/2017 00:21:19,21.788355,-161.2609183
11/07/2017 14:21:26,11/08/2017 00:21:26,11/08/2017 00:21:53,21.78788,-161.2600983
11/07/2017 14:21:27,11/08/2017 00:21:27,11/08/2017 00:21:45,21.78760833,-161.2596533
11/07/2017 14:21:28,11/08/2017 00:21:28,11/08/2017 00:21:47,21.78760833,-161.2596533
11/07/2017 14:21:35,11/08/2017 00:21:35,11/08/2017 00:21:59,21.78760833,-161.2596533
11/07/2017 14:21:41,11/08/2017 00:21:41,11/08/2017 00:22:06,21.78734,-161.2591983
11/07/2017 14:21:43,11/08/2017 00:21:43,11/08/2017 00:22:07,21.78734,-161.2591983
11/07/2017 14:21:43,11/08/2017 00:21:43,11/08/2017 00:22:06,21.78734,-161.2591983
11/07/2017 14:21:44,11/08/2017 00:21:44,11/08/2017 00:21:58,21.78734,-161.2591983
11/07/2017 14:21:52,11/08/2017 00:21:52,11/08/2017 00:22:15,21.78709333,-161.2587917
11/07/2017 14:21:53,11/08/2017 00:21:53,11/08/2017 00:22:05,21.78709333,-161.2587917
11/07/2017 14:21:55,11/08/2017 00:21:55,11/08/2017 00:22:09,21.78709333,-161.2587917
11/07/2017 14:22:03,11/08/2017 00:22:03,11/08/2017 00:22:27,21.78685,-161.2583767
11/07/2017 14:22:04,11/08/2017 00:22:04,11/08/2017 00:22:24,21.78685,-161.2583767
11/07/2017 14:22:05,11/08/2017 00:22:05,11/08/2017 00:22:26,21.78685,-161.2583767
11/07/2017 14:22:11,11/08/2017 00:22:11,11/08/2017 00:22:23,21.78660333,-161.2579667
11/07/2017 14:22:12,11/08/2017 00:22:12,11/08/2017 00:22:24,21.78660333,-161.2579667
11/07/2017 14:22:13,11/08/2017 00:22:13,11/08/2017 00:22:28,21.78660333,-161.2579667
11/07/2017 14:22:14,11/08/2017 00:22:14,11/08/2017 00:22:28,21.78660333,-161.2579667
11/07/2017 14:22:17,11/08/2017 00:22:17,11/08/2017 00:22:46,21.78660333,-161.2579667
11/07/2017 14:22:18,11/08/2017 00:22:18,11/08/2017 00:22:39,21.78634667,-161.2575533
11/07/2017 14:22:20,11/08/2017 00:22:20,11/08/2017 00:22:43,21.78634667,-161.2575533
11/07/2017 14:22:32,11/08/2017 00:22:32,11/08/2017 00:22:59,21.786075,-161.2571033
11/07/2017 14:22:38,11/08/2017 00:22:38,11/08/2017 00:22:49,21.786075,-161.2571033
11/07/2017 14:22:46,11/08/2017 00:22:46,11/08/2017 00:23:21,21.78580667,-161.2566517
11/07/2017 14:22:50,11/08/2017 00:22:50,11/08/2017 00:23:09,21.78555833,-161.2562333
11/07/2017 14:22:52,11/08/2017 00:22:52,11/08/2017 00:23:25,21.78555833,-161.2562333
11/07/2017 14:22:56,11/08/2017 00:22:56,11/08/2017 00:23:11,21.78555833,-161.2562333
11/07/2017 14:22:59,11/08/2017 00:22:59,11/08/2017 00:23:23,21.78555833,-161.2562333
11/07/2017 14:23:00,11/08/2017 00:23:00,11/08/2017 00:23:14,21.78555833,-161.2562333
11/07/2017 14:23:01,11/08/2017 00:23:01,11/08/2017 00:23:14,21.78532333,-161.2558117
11/07/2017 14:23:08,11/08/2017 00:23:08,11/08/2017 00:23:45,21.78532333,-161.2558117
11/07/2017 14:23:25,11/08/2017 00:23:25,11/08/2017 00:23:42,21.7848,-161.2549617
11/07/2017 14:23:28,11/08/2017 00:23:28,11/08/2017 00:23:47,21.7848,-161.2549617
11/07/2017 14:23:30,11/08/2017 00:23:30,11/08/2017 00:23:55,21.7848,-161.2549617
11/07/2017 14:23:31,11/08/2017 00:23:31,11/08/2017 00:23:51,21.7848,-161.2549617
11/07/2017 14:23:39,11/08/2017 00:23:39,11/08/2017 00:24:10,21.78454833,-161.2545567
11/07/2017 14:23:44,11/08/2017 00:23:44,11/08/2017 00:24:02,21.78429667,-161.2541467
11/07/2017 14:23:46,11/08/2017 00:23:46,11/08/2017 00:24:03,21.78429667,-161.2541467
11/07/2017 14:23:55,11/08/2017 00:23:55,11/08/2017 00:24:17,21.78403333,-161.2536817
11/07/2017 14:23:56,11/08/2017 00:23:56,11/08/2017 00:24:20,21.78403333,-161.2536817
11/07/2017 14:24:05,11/08/2017 00:24:05,11/08/2017 00:24:16,21.78379,-161.25327
11/07/2017 14:24:09,11/08/2017 00:24:09,11/08/2017 00:24:20,21.78379,-161.25327
11/07/2017 14:24:13,11/08/2017 00:24:13,11/08/2017 00:24:28,21.783545,-161.2528517
11/07/2017 14:24:13,11/08/2017 00:24:13,11/08/2017 00:24:32,21.783545,-161.2528517
11/07/2017 14:24:22,11/08/2017 00:24:22,11/08/2017 00:24:34,21.783545,-161.2528517
11/07/2017 14:24:23,11/08/2017 00:24:23,11/08/2017 00:24:35,21.78329167,-161.2524417
11/07/2017 14:24:24,11/08/2017 00:24:24,11/08/2017 00:24:36,21.78329167,-161.2524417
11/07/2017 14:24:25,11/08/2017 00:24:25,11/08/2017 00:24:39,21.78329167,-161.2524417
11/07/2017 14:24:27,11/08/2017 00:24:27,11/08/2017 00:24:52,21.78329167,-161.2524417
11/07/2017 14:24:37,11/08/2017 00:24:37,11/08/2017 00:25:07,21.783015,-161.2519917
11/07/2017 14:24:41,11/08/2017 00:24:41,11/08/2017 00:25:00,21.783015,-161.2519917
11/07/2017 14:24:51,11/08/2017 00:24:51,11/08/2017 00:25:15,21.782745,-161.251535
11/07/2017 14:24:53,11/08/2017 00:24:53,11/08/2017 00:25:38,21.782745,-161.251535
11/07/2017 14:24:53,11/08/2017 00:24:53,11/08/2017 00:25:16,21.782745,-161.251535
11/07/2017 14:24:56,11/08/2017 00:24:56,11/08/2017 00:25:07,21.7825,-161.25112
11/07/2017 14:25:00,11/08/2017 00:25:00,11/08/2017 00:25:14,21.7825,-161.25112
11/07/2017 14:25:09,11/08/2017 00:25:09,11/08/2017 00:25:36,21.78225167,-161.2507067
11/07/2017 14:25:10,11/08/2017 00:25:10,11/08/2017 00:25:21,21.78225167,-161.2507067
11/07/2017 14:25:12,11/08/2017 00:25:12,11/08/2017 00:25:39,21.78225167,-161.2507067
11/07/2017 14:25:14,11/08/2017 00:25:14,11/08/2017 00:25:25,21.78225167,-161.2507067
11/07/2017 14:25:17,11/08/2017 00:25:17,11/08/2017 00:25:36,21.782005,-161.2502967
11/07/2017 14:25:18,11/08/2017 00:25:18,11/08/2017 00:25:36,21.782005,-161.2502967
11/07/2017 14:25:19,11/08/2017 00:25:19,11/08/2017 00:25:34,21.782005,-161.2502967
11/07/2017 14:25:27,11/08/2017 00:25:27,11/08/2017 00:25:51,21.78175833,-161.249885
11/07/2017 14:25:28,11/08/2017 00:25:28,11/08/2017 00:25:45,21.78175833,-161.249885
11/07/2017 14:25:30,11/08/2017 00:25:30,11/08/2017 00:25:49,21.78175833,-161.249885
11/07/2017 14:25:32,11/08/2017 00:25:32,11/08/2017 00:25:43,21.78175833,-161.249885
11/07/2017 14:25:33,11/08/2017 00:25:33,11/08/2017 00:26:05,21.78175833,-161.249885
11/07/2017 14:25:34,11/08/2017 00:25:34,11/08/2017 00:25:57,21.78175833,-161.249885
11/07/2017 14:25:40,11/08/2017 00:25:40,11/08/2017 00:26:08,21.78148,-161.2494383
11/07/2017 14:25:43,11/08/2017 00:25:43,11/08/2017 00:26:10,21.78148,-161.2494383
11/07/2017 14:25:46,11/08/2017 00:25:46,11/08/2017 00:25:57,21.78123333,-161.249035
11/07/2017 14:25:52,11/08/2017 00:25:52,11/08/2017 00:26:03,21.78123333,-161.249035
11/07/2017 14:25:53,11/08/2017 00:25:53,11/08/2017 00:26:11,21.78123333,-161.249035
11/07/2017 14:25:54,11/08/2017 00:25:54,11/08/2017 00:26:24,21.78123333,-161.249035
11/07/2017 14:25:55,11/08/2017 00:25:55,11/08/2017 00:26:12,21.78123333,-161.249035
11/07/2017 14:26:01,11/08/2017 00:26:01,11/08/2017 00:26:30,21.78096833,-161.2485783
11/07/2017 14:26:04,11/08/2017 00:26:04,11/08/2017 00:26:27,21.78096833,-161.2485783
11/07/2017 14:26:08,11/08/2017 00:26:08,11/08/2017 00:26:19,21.780725,-161.2481617
11/07/2017 14:26:17,11/08/2017 00:26:17,11/08/2017 00:26:53,21.78046833,-161.2477583
11/07/2017 14:26:19,11/08/2017 00:26:19,11/08/2017 00:26:30,21.78046833,-161.2477583
11/07/2017 14:26:34,11/08/2017 00:26:34,11/08/2017 00:27:14,21.78022333,-161.2473517
11/07/2017 14:26:36,11/08/2017 00:26:36,11/08/2017 00:26:52,21.78022333,-161.2473517
11/07/2017 14:26:40,11/08/2017 00:26:40,11/08/2017 00:26:58,21.77995,-161.246905
11/07/2017 14:26:44,11/08/2017 00:26:44,11/08/2017 00:27:16,21.77995,-161.246905
11/07/2017 14:26:49,11/08/2017 00:26:49,11/08/2017 00:27:09,21.7797,-161.2464867
11/07/2017 14:26:51,11/08/2017 00:26:51,11/08/2017 00:27:16,21.7797,-161.2464867
11/07/2017 14:27:02,11/08/2017 00:27:02,11/08/2017 00:27:25,21.77946,-161.24607
11/07/2017 14:27:08,11/08/2017 00:27:08,11/08/2017 00:27:22,21.77919,-161.2456367
11/07/2017 14:27:09,11/08/2017 00:27:09,11/08/2017 00:27:35,21.77919,-161.2456367
11/07/2017 14:27:19,11/08/2017 00:27:19,11/08/2017 00:27:44,21.77895667,-161.2452267
11/07/2017 14:27:23,11/08/2017 00:27:23,11/08/2017 00:27:38,21.77895667,-161.2452267
11/07/2017 14:27:24,11/08/2017 00:27:24,11/08/2017 00:27:43,21.77895667,-161.2452267
11/07/2017 14:27:40,11/08/2017 00:27:40,11/08/2017 00:28:13,21.77846833,-161.2444167
11/07/2017 14:27:55,11/08/2017 00:27:55,11/08/2017 00:28:20,21.7782,-161.243975
11/07/2017 14:27:56,11/08/2017 00:27:56,11/08/2017 00:28:13,21.7782,-161.243975
11/07/2017 14:27:59,11/08/2017 00:27:59,11/08/2017 00:28:42,21.7782,-161.243975
11/07/2017 14:28:01,11/08/2017 00:28:01,11/08/2017 00:28:30,21.77796667,-161.243575
11/07/2017 14:28:05,11/08/2017 00:28:05,11/08/2017 00:28:43,21.77796667,-161.243575
11/07/2017 14:28:06,11/08/2017 00:28:06,11/08/2017 00:28:24,21.77796667,-161.243575
11/07/2017 14:28:07,11/08/2017 00:28:07,11/08/2017 00:28:23,21.77796667,-161.243575
11/07/2017 14:28:26,11/08/2017 00:28:26,11/08/2017 00:28:46,21.77745167,-161.2427383
11/07/2017 14:28:38,11/08/2017 00:28:38,11/08/2017 00:28:59,21.77721167,-161.2423317
11/07/2017 14:28:39,11/08/2017 00:28:39,11/08/2017 00:28:50,21.77721167,-161.2423317
11/07/2017 14:28:44,11/08/2017 00:28:44,11/08/2017 00:28:59,21.77694833,-161.2418833
11/07/2017 14:28:45,11/08/2017 00:28:45,11/08/2017 00:28:58,21.77694833,-161.2418833
11/07/2017 14:28:47,11/08/2017 00:28:47,11/08/2017 00:28:59,21.77694833,-161.2418833
11/07/2017 14:28:54,11/08/2017 00:28:54,11/08/2017 00:29:15,21.77669333,-161.2414833
11/07/2017 14:28:59,11/08/2017 00:28:59,11/08/2017 00:29:22,21.77669333,-161.2414833
11/07/2017 14:29:04,11/08/2017 00:29:04,11/08/2017 00:29:36,21.77643,-161.2410233
11/07/2017 14:29:05,11/08/2017 00:29:05,11/08/2017 00:29:21,21.77643,-161.2410233
11/07/2017 14:29:07,11/08/2017 00:29:07,11/08/2017 00:29:21,21.77643,-161.2410233
11/07/2017 14:29:11,11/08/2017 00:29:11,11/08/2017 00:29:23,21.77643,-161.2410233
11/07/2017 14:29:21,11/08/2017 00:29:21,11/08/2017 00:29:51,21.77618,-161.2406167
11/07/2017 14:29:25,11/08/2017 00:29:25,11/08/2017 00:29:44,21.77593667,-161.2402017
11/07/2017 14:29:27,11/08/2017 00:29:27,11/08/2017 00:29:51,21.77593667,-161.2402017
11/07/2017 14:29:36,11/08/2017 00:29:36,11/08/2017 00:29:51,21.77568833,-161.2397933
11/07/2017 14:29:40,11/08/2017 00:29:40,11/08/2017 00:30:04,21.77568833,-161.2397933
11/07/2017 14:29:48,11/08/2017 00:29:48,11/08/2017 00:30:06,21.77540667,-161.2393517
11/07/2017 14:29:49,11/08/2017 00:29:49,11/08/2017 00:30:10,21.77540667,-161.2393517
11/07/2017 14:29:50,11/08/2017 00:29:50,11/08/2017 00:30:05,21.77540667,-161.2393517
11/07/2017 14:29:52,11/08/2017 00:29:52,11/08/2017 00:30:22,21.77540667,-161.2393517
11/07/2017 14:29:59,11/08/2017 00:29:59,11/08/2017 00:30:30,21.77515833,-161.2389433
11/07/2017 14:30:00,11/08/2017 00:30:00,11/08/2017 00:30:28,21.77515833,-161.2389433
11/07/2017 14:30:01,11/08/2017 00:30:01,11/08/2017 00:30:19,21.77515833,-161.2389433
11/07/2017 14:30:04,11/08/2017 00:30:04,11/08/2017 00:30:28,21.77491,-161.2385433
11/07/2017 14:30:10,11/08/2017 00:30:10,11/08/2017 00:30:29,21.77491,-161.2385433
11/07/2017 14:30:14,11/08/2017 00:30:14,11/08/2017 00:30:25,21.77464,-161.238105
11/07/2017 14:30:20,11/08/2017 00:30:20,11/08/2017 00:30:40,21.77464,-161.238105
11/07/2017 14:30:21,11/08/2017 00:30:21,11/08/2017 00:30:37,21.77464,-161.238105
11/07/2017 14:30:23,11/08/2017 00:30:23,11/08/2017 00:30:34,21.77464,-161.238105
11/07/2017 14:30:24,11/08/2017 00:30:24,11/08/2017 00:30:42,21.774395,-161.2376967
11/07/2017 14:30:26,11/08/2017 00:30:26,11/08/2017 00:30:51,21.774395,-161.2376967
11/07/2017 14:30:31,11/08/2017 00:30:31,11/08/2017 00:30:48,21.774395,-161.2376967
11/07/2017 14:30:32,11/08/2017 00:30:32,11/08/2017 00:30:46,21.774395,-161.2376967
11/07/2017 14:30:39,11/08/2017 00:30:39,11/08/2017 00:31:12,21.77415,-161.237285
11/07/2017 14:30:40,11/08/2017 00:30:40,11/08/2017 00:30:51,21.77415,-161.237285
11/07/2017 14:30:49,11/08/2017 00:30:49,11/08/2017 00:31:13,21.77387,-161.2368383
11/07/2017 14:30:50,11/08/2017 00:30:50,11/08/2017 00:31:08,21.77387,-161.2368383
11/07/2017 14:30:53,11/08/2017 00:30:53,11/08/2017 00:31:08,21.77387,-161.2368383
11/07/2017 14:30:53,11/08/2017 00:30:53,11/08/2017 00:31:05,21.77387,-161.2368383
11/07/2017 14:30:56,11/08/2017 00:30:56,11/08/2017 00:31:24,21.77362,-161.2364383
11/07/2017 14:31:01,11/08/2017 00:31:01,11/08/2017 00:31:37,21.77362,-161.2364383
11/07/2017 14:31:11,11/08/2017 00:31:11,11/08/2017 00:31:26,21.77336167,-161.23603
11/07/2017 14:31:13,11/08/2017 00:31:13,11/08/2017 00:31:33,21.77336167,-161.23603
11/07/2017 14:31:17,11/08/2017 00:31:17,11/08/2017 00:31:43,21.773085,-161.2355783
11/07/2017 14:31:22,11/08/2017 00:31:22,11/08/2017 00:31:43,21.773085,-161.2355783
11/07/2017 14:31:29,11/08/2017 00:31:29,11/08/2017 00:31:55,21.77284333,-161.2351633
11/07/2017 14:31:33,11/08/2017 00:31:33,11/08/2017 00:31:52,21.77284333,-161.2351633
11/07/2017 14:31:34,11/08/2017 00:31:34,11/08/2017 00:31:46,21.77284333,-161.2351633
11/07/2017 14:31:41,11/08/2017 00:31:41,11/08/2017 00:31:55,21.772595,-161.23475
11/07/2017 14:31:42,11/08/2017 00:31:42,11/08/2017 00:31:53,21.772595,-161.23475
11/07/2017 14:31:45,11/08/2017 00:31:45,11/08/2017 00:32:10,21.772595,-161.23475
11/07/2017 14:31:54,11/08/2017 00:31:54,11/08/2017 00:32:15,21.772345,-161.234345
11/07/2017 14:31:58,11/08/2017 00:31:58,11/08/2017 00:32:19,21.77209667,-161.233935
11/07/2017 14:32:02,11/08/2017 00:32:02,11/08/2017 00:32:22,21.77209667,-161.233935
11/07/2017 14:32:03,11/08/2017 00:32:03,11/08/2017 00:32:16,21.77209667,-161.233935
11/07/2017 14:32:05,11/08/2017 00:32:05,11/08/2017 00:32:25,21.77209667,-161.233935
